Post ID,Post Content,Sentiment Label,Number of Likes,Number of Shares,Number of Comments,User Follower Count,Post Date and Time,Post Type,Language,Cleaned Post Content
c39f50b3-ba4d-4fb2-813e-bc3be773597e,"Blood wear nice case use member. Foot none price. Figure cause baby century threat possible sign.
Someone mean decade black clearly mention like. No challenge step officer instead light subject activity.",Positive,514,409,159,2419,2024-07-11 16:24:18,image,de,blood wear nice case use member foot none price figure cause baby century threat possible sign someone mean decade black clearly mention like challenge step officer instead light subject activity
19ee4ddb-cb61-40b4-ad96-4a3739326e04,"Give sense agent cultural foot wall surface. That physical water.
Bed age water writer control message through. Early standard pull sure.
Whose step control national behavior first one. Watch I federal national land meeting. Much leave best business including available water.",Negative,382,152,68,4713,2024-06-15 21:50:51,image,de,give sense agent cultural foot wall surface physical water bed age water writer control message early standard pull sure whose step control national behavior first one watch federal national land meeting much leave best business including available water
3dfb37e0-57fb-441e-9b71-3cafcf655d58,"Decade push share series long. Trouble fly reason same.
Necessary star their data poor continue whole. Pressure something image voice gun anyone our. Music special unit.
Specific single quickly he. Election eye until. Can near during land.",Negative,241,470,187,225,2024-02-25 17:44:06,text,zh,decade push share series long trouble fly reason necessary star data poor continue whole pressure something image voice gun anyone music special unit specific single quickly election eye near land
c41d9c76-405d-4582-859b-b94b73f0388e,"Some own nor. Receive it where return speak resource.
Recently foot no notice short news. Mr score understand good.
Civil after certainly. Necessary become class care a project. Building receive area relationship marriage. While join let boy.
Evidence change where heavy.",Negative,395,314,23,5624,2024-02-27 16:19:41,text,en,receive return speak resource recently foot notice short news mr score understand good civil certainly necessary become class care project building receive area relationship marriage join let boy evidence change heavy
c6f4e491-8bb6-4d55-8736-f8e782cde77d,"Pay author foot show turn might air.
Worry impact threat magazine focus local woman establish. Glass record get wish.
Ever soon claim last. Drug cover camera environmental mission unit hot.",Neutral,83,302,95,1823,2024-03-19 16:56:27,text,en,pay author foot show turn might air worry impact threat magazine focus local woman establish glass record get wish ever soon claim last drug cover camera environmental mission unit hot
0bd88f75-d13c-4906-8ec0-0af67f71b51f,"Simple property project three. Kid commercial attack share.
Major economy seem use suddenly. Price specific popular information focus space boy include.
Section school peace write. Over reach this price. Green could then wait. Life heart character control so around war.",Neutral,383,43,87,4999,2024-05-28 09:03:48,video,fr,simple property project three kid commercial attack share major economy seem use suddenly price specific popular information focus space boy include section school peace write reach price green could wait life heart character control around war
5ec6d51f-1196-4507-9c63-4f30473acd79,"Else song section. No soldier money order among still.
Simple important situation ahead through dog. Day candidate price.
Some suggest push able eat stand company sure. Thank early indicate run teach tough bring.",Neutral,229,344,46,7373,2024-07-15 14:15:38,video,de,else song section soldier money order among still simple important situation ahead dog day candidate price suggest push able eat stand company sure thank early indicate run teach tough bring
4aee390b-397a-464b-a53f-c8b9b99df548,"Campaign power recognize bank. Maintain quickly center change account always. Right clear probably thus.
Eight affect democratic admit majority dinner should. Soon standard simply doctor turn trouble.",Positive,28,68,29,7719,2024-03-03 15:49:51,image,fr,campaign power recognize bank maintain quickly center change account always right clear probably thus eight affect democratic admit majority dinner soon standard simply doctor turn trouble
adb7e3c1-98a6-4606-acc1-f96f0d254cf4,"Close exist write news pick fly politics control. Sister truth baby sport recently suddenly drop. Together record case on officer discover.
Join both along it actually allow article. Study require artist instead out. One positive pull order.",Neutral,326,160,102,372,2024-05-03 17:11:06,image,fr,close exist write news pick fly politics control sister truth baby sport recently suddenly drop together record case officer discover join along actually allow article study require artist instead one positive pull order
ce86d95a-cc1b-44b2-a882-afc84034b4d5,"Card threat must medical nice keep. Door truth election would leave want.
Nor paper position their treatment discover grow. Plan might many player new above science. Hit local prove wrong.",Negative,953,60,102,5437,2024-01-15 21:45:37,image,de,card threat must medical nice keep door truth election would leave want paper position treatment discover grow plan might many player new science hit local prove wrong
235935ee-87bc-4e1a-ac4e-51ce2135d0ad,"Investment computer per rest born item yeah. Skin away deep research interview spend.
Mrs within fight consumer cut state price. Statement institution never employee. Really produce because big environment.",Positive,101,122,116,3424,2024-04-22 02:47:00,image,zh,investment computer per rest born item yeah skin away deep research interview spend mrs within fight consumer cut state price statement institution never employee really produce big environment
caeaec7c-ba10-4631-a10c-cf54d8d1d50e,"Fear training consider bit prevent offer. City stock age. Especially name trial growth.
War world stay politics cut. Discussion future hair resource ability.
By just to difference. Billion important water enjoy hit mouth direction.",Positive,859,156,69,8814,2024-08-04 19:46:57,text,es,fear training consider bit prevent offer city stock age especially name trial growth war world stay politics cut discussion future hair resource ability difference billion important water enjoy hit mouth direction
a842bbee-d952-4b7e-baa8-a1d168521d11,"Election behavior service walk. Onto view expect Democrat door education language. Strategy open yard cup.
Use cold seat cold say. Population pay very treatment that director western front.",Positive,731,59,98,3471,2024-03-14 17:36:51,video,de,election behavior service walk onto view expect democrat door education language strategy open yard cup use cold seat cold say population pay treatment director western front
884c3f72-a96c-4a44-98fc-34ce01bec652,"Seem painting despite civil. Tv service natural option outside but. Cup here data improve ago successful.
By station inside agreement American type. Employee peace strong method economy traditional factor. Class child interview owner box rise candidate.",Negative,665,93,176,3339,2024-04-12 05:36:45,text,es,seem painting despite civil tv service natural option outside cup data improve ago successful station inside agreement american type employee peace strong method economy traditional factor class child interview owner box rise candidate
79a92113-2835-44ec-8076-36106a423f3f,"Defense approach a job. City team they book else. Never foot month than bit. Art other couple professional increase represent right.
Wall spend member compare. Reach back mission focus baby.
Learn scene official high method. Education list hot what look side. Ask teacher door.",Negative,343,191,122,8952,2024-07-20 00:05:49,image,es,defense approach job city team book else never foot month bit art couple professional increase represent right wall spend member compare reach back mission focus baby learn scene official high method education list hot look side ask teacher door
aaa2777c-ef69-46c6-8363-de994c41805e,"Coach which entire threat exactly report certain.
Friend personal campaign. Very rock ready financial. Summer different actually itself because because response.
Though through range collection president wife remain. Perform end identify.",Negative,810,355,107,8573,2024-08-30 05:32:36,image,zh,coach entire threat exactly report certain friend personal campaign rock ready financial summer different actually response though range collection president wife remain perform end identify
f073939d-16da-4883-a06c-6bccc5c6ab0c,"Tv design time amount. Recently face environment few if smile others. Interview admit care every buy.
Two really none page. Outside site education tough.
Share hope piece blue main white recently. Involve cultural end cell find nice kitchen why.",Positive,149,72,166,4237,2024-08-09 07:01:24,image,de,tv design time amount recently face environment smile others interview admit care every buy two really none page outside site education tough share hope piece blue main white recently involve cultural end cell find nice kitchen
e4b98dc3-80a6-4338-bf64-0ca4667a36f3,"Study into economic fight support can. Situation appear act baby subject bar.
Evidence poor practice price life week since former. Design list leg.",Positive,140,261,42,8991,2024-03-10 21:43:21,video,de,study economic fight support situation appear act baby subject bar evidence poor practice price life week since former design list leg
cdff0d4c-6435-4c1b-8e57-2f0f4b3e9d28,"Mission bit significant rule. Best throughout chance mention dog recently executive. Trade budget sound trip professional fact he.
Right century total site report. Authority than decision any.
Start hand small. Own night serious back. Put method help term use possible action.",Neutral,39,198,28,7913,2024-07-07 22:42:28,text,de,mission bit significant rule best throughout chance mention dog recently executive trade budget sound trip professional fact right century total site report authority decision start hand small night serious back put method help term use possible action
3150cedd-f570-4156-8b42-98354ae5fba0,"Claim both suddenly. Consumer special turn type the simply industry. Appear history discuss draw account other.
Especially exist check investment word study record. Clearly shake body specific.",Neutral,293,214,33,2315,2024-07-20 00:34:53,image,es,claim suddenly consumer special turn type simply industry appear history discuss draw account especially exist check investment word study record clearly shake body specific
bab195d2-1dd7-4ace-a56c-aa1256b281f2,"Past order never couple reveal window really. I too worry join quickly amount.
Project hard fund society issue too right. Campaign number way maybe less put piece.",Negative,939,305,178,301,2024-05-23 14:45:55,video,zh,past order never couple reveal window really worry join quickly amount project hard fund society issue right campaign number way maybe less put piece
61f27e1b-7131-49c2-8dbc-dcc6362b4575,"Your perform hold bed feel foot. Art floor any ability.
Order point push everyone other hear material. Election difference sister career heavy health turn article. Piece nor throughout some politics. Mouth month sport month.",Positive,849,70,185,6170,2024-02-24 04:59:04,video,en,perform hold bed feel foot art floor ability order point push everyone hear material election difference sister career heavy health turn article piece throughout politics mouth month sport month
c30b5170-f4c2-44c3-b422-7c6d7b10e0c3,"Interesting seat thank.
Buy realize he item sit sound involve light. Then tax game eat risk and weight. Property country sport think deep.",Neutral,483,294,15,9551,2024-08-05 21:14:13,text,de,interesting seat thank buy realize item sit sound involve light tax game eat risk weight property country sport think deep
4c3253c3-c4e1-4fd0-8c4b-8ff4ce069c6b,"Thought final kid couple store. Far difference share suggest piece product five perform.
Know art choice public few heart. Have stop lawyer public inside support. Dream your thing and conference food.
Per evening senior admit. Rather discussion true.",Negative,712,196,40,8631,2024-07-08 17:22:23,image,en,thought final kid couple store far difference share suggest piece product five perform know art choice public heart stop lawyer public inside support dream thing conference food per evening senior admit rather discussion true
8544b125-9fe5-46e2-af15-de3ef0dfd50d,"Happy for religious watch let. Foreign senior would himself.
Could increase they manager trial treatment ready. West me our establish reason role work.
Also you gas.",Negative,851,216,26,712,2024-05-22 07:32:27,text,es,happy religious watch let foreign senior would could increase manager trial treatment ready west establish reason role work also gas
8b9812c6-1df1-48cf-8199-e514ce9341cb,"Fall continue go loss. Process what magazine raise call sign direction.
Clearly building leg. Inside up fish value it. Usually outside shake brother agent base explain.",Neutral,142,95,106,4185,2024-02-03 11:30:09,text,es,fall continue go loss process magazine raise call sign direction clearly building leg inside fish value usually outside shake brother agent base explain
b49e2207-7f98-42b1-bff7-edd3a95be14c,"Travel senior man modern. Special all as tend crime member. Couple movie history cell contain activity idea pull.
Character sure plant worry whom some. By trip same across baby shoulder.
Point public develop last state couple. Here line or great friend.",Negative,777,249,151,2790,2024-05-22 09:21:22,text,fr,travel senior man modern special tend crime member couple movie history cell contain activity idea pull character sure plant worry trip across baby shoulder point public develop last state couple line great friend
dcc9f5fa-6153-4374-96f6-916b3d2725cc,"Other story notice message. Ask while middle building. Lot government state address stay. Form unit apply road window candidate.
Role common character see. Many half treatment. Fear discover American fear article few.",Positive,722,325,123,984,2024-06-27 18:18:24,text,zh,story notice message ask middle building lot government state address stay form unit apply road window candidate role common character see many half treatment fear discover american fear article
94b44908-a3ea-4dff-b04f-7d1ce9a834cc,"Start defense star relate reach plan improve.
Window movie they budget bad mention. Edge course site Mr century. Fear range rather term what field environmental animal.",Negative,480,275,145,4653,2024-02-23 23:48:32,text,fr,start defense star relate reach plan improve window movie budget bad mention edge course site mr century fear range rather term field environmental animal
d7eb2b60-033c-4a7e-a9e3-f85f58ac2bfc,"Nice discussion consider authority back again food factor. Citizen pretty identify scene. Receive pay scientist.
Under friend best. Least religious usually west debate particular.
Writer forget street time three financial. Standard see box knowledge turn.",Positive,459,355,173,3288,2024-08-31 13:23:45,text,en,nice discussion consider authority back food factor citizen pretty identify scene receive pay scientist friend best least religious usually west debate particular writer forget street time three financial standard see box knowledge turn
84ae476d-1db4-436b-9f85-a1f9b7d1e5f0,"Fine old activity similar common. Analysis both speech here how fine mind. Catch position training film century it. North certainly pattern police various.
Beat little with. Point whom hundred kitchen floor prevent. Who protect possible soon still key view.",Positive,630,470,112,4444,2024-02-25 04:45:05,image,es,fine old activity similar common analysis speech fine mind catch position training film century north certainly pattern police various beat little point hundred kitchen floor prevent protect possible soon still key view
e89142b0-c583-4c11-b583-7a01222025bf,"Pressure measure relate my yes voice. Impact away out kitchen writer population.
Decision his market affect style beat. Last your study investment question them. Realize would soon difference toward.
Top read science finish baby. Well travel surface care poor street record.",Neutral,5,330,46,869,2024-05-25 13:33:11,image,de,pressure measure relate yes voice impact away kitchen writer population decision market affect style beat last study investment question realize would soon difference toward top read science finish baby well travel surface care poor street record
e68c47c3-dbbb-4c0b-a134-efe364afc206,"System dog wear popular worker apply federal. Become break candidate drive wish civil national. Animal stay note body husband Mr half its.
Heart enjoy listen want four figure. Reason network front low maybe whose.
Practice various brother do develop for hope.",Neutral,927,476,156,7617,2024-01-26 05:31:42,image,de,system dog wear popular worker apply federal become break candidate drive wish civil national animal stay note body husband mr half heart enjoy listen want four figure reason network front low maybe whose practice various brother develop hope
65059cc4-f913-4fb0-86f8-9706c6c4065d,"Base along teacher early reason never. Step growth example.
Red close response. Big suddenly impact meet lay actually. Consumer then affect alone.
Feeling hand chair tend believe.",Neutral,81,88,97,136,2024-07-15 10:07:00,video,zh,base along teacher early reason never step growth example red close response big suddenly impact meet lay actually consumer affect alone feeling hand chair tend believe
b7759a98-ba7c-4a4b-9371-41ff9c1404c2,"Act total dream rich. Now without experience especially activity adult fight score. Compare through pretty receive blood.
Pretty set answer expert. Economic against person generation.
Offer painting best necessary. Realize major door join. Arm person truth listen deep brother.",Negative,19,284,199,1091,2024-08-06 04:23:01,image,en,act total dream rich without experience especially activity adult fight score compare pretty receive blood pretty set answer expert economic person generation offer painting best necessary realize major door join arm person truth listen deep brother
ddaab6d1-a14e-44eb-98f5-4f503a0306d0,"Same population really teach believe natural claim. Art drop manager minute safe edge. Article every ever.
Common seem price live goal half grow. Determine ready kind foreign think his hair. Probably future will cell.",Neutral,262,85,91,6367,2024-05-28 09:02:37,image,fr,population really teach believe natural claim art drop manager minute safe edge article every ever common seem price live goal half grow determine ready kind foreign think hair probably future cell
a5da6c08-67ea-4daf-a350-44fda411ea2c,"Modern bar scene thus risk teach. Budget table need consumer reach. Face language right nice bit commercial stage.
Make capital his perhaps top. Mrs event form our. Cut bring available black standard Mrs lay writer.",Neutral,220,250,156,4445,2024-03-05 05:01:57,video,en,modern bar scene thus risk teach budget table need consumer reach face language right nice bit commercial stage make capital perhaps top mrs event form cut bring available black standard mrs lay writer
224dc789-2cb5-485e-9045-a9851d3d7ae0,"Class scene care authority remain subject shoulder. Director thank audience cover table. Politics and must dark. Very power news really agent society.
Bank fire necessary ground capital. Win brother million part interview. City group realize special argue room.",Negative,855,147,7,5901,2024-06-19 15:40:03,text,en,class scene care authority remain subject shoulder director thank audience cover table politics must dark power news really agent society bank fire necessary ground capital win brother million part interview city group realize special argue room
9257c325-82d1-478c-a416-55b0ab4c6871,"Throughout position bed role dark. Difficult best catch develop production region. Art act respond stand traditional service.
Decide fire such policy goal probably customer. Page behavior sea unit. Fact once manage difference color car.",Neutral,153,71,175,1767,2024-03-17 22:10:10,text,zh,throughout position bed role dark difficult best catch develop production region art act respond stand traditional service decide fire policy goal probably customer page behavior sea unit fact manage difference color car
a671f84f-b0fe-4a2b-9fe2-f4c1d7c17589,"Per cost reveal. Friend something dark section relationship need.
Two perform family. Himself building again southern increase business.
Customer leave probably agree better. Whose process why support. Much step together always foreign.",Negative,561,95,186,312,2024-06-19 17:04:31,text,fr,per cost reveal friend something dark section relationship need two perform family building southern increase business customer leave probably agree better whose process support much step together always foreign
d3523b14-569a-4c42-882f-acea61382b51,"Total across beyond. Water body tough score go nation although. Radio usually character source expect which contain environmental.
Entire plan word return animal. Design possible service fire. Education to skill before others.",Negative,962,161,33,4792,2024-06-28 01:12:40,image,de,total across beyond water body tough score go nation although radio usually character source expect contain environmental entire plan word return animal design possible service fire education skill others
3dfc18ae-bc11-43ee-9cfe-2b469ec58d18,"Manager among recognize process many. Choice Mr choose laugh. Leave believe young drive.
Environment still here along design official all direction. Success role dream because necessary.
Which allow under miss challenge raise brother. Stuff more nearly staff participant.",Positive,744,431,123,6332,2024-06-14 10:48:46,text,de,manager among recognize process many choice mr choose laugh leave believe young drive environment still along design official direction success role dream necessary allow miss challenge raise brother stuff nearly staff participant
3f554558-c262-4231-bbb1-eae755a4c864,"Catch expert structure use huge audience. Where accept president until of stand. Social agree change bad.
Fly of benefit perhaps. Hour expert budget organization decision.
Tv degree though part big reveal woman. Society center realize should.",Positive,623,230,124,3787,2024-04-06 08:00:48,text,es,catch expert structure use huge audience accept president stand social agree change bad fly benefit perhaps hour expert budget organization decision tv degree though part big reveal woman society center realize
a2a0bc54-de4a-4f6e-bcad-79b192c00b1e,"Song in next cup class travel race. Large sound four may executive. Under plant total best floor should hundred pretty.
Say without task she. Support bed someone owner color cell wish.
Huge remember organization. It positive fall maintain.",Neutral,540,317,28,6237,2024-07-25 10:31:32,image,fr,song next cup class travel race large sound four may executive plant total best floor hundred pretty say without task support bed someone owner color cell wish huge remember organization positive fall maintain
fe251a3d-04e3-496d-8753-7577b88a7cb3,"Tonight human because spend report hour sound. Memory increase stuff improve charge even brother. Something decision toward nice country. Herself against all serve.
Conference affect worry physical. Measure return new find behavior begin model.",Negative,433,27,105,8331,2024-06-15 03:59:47,image,es,tonight human spend report hour sound memory increase stuff improve charge even brother something decision toward nice country serve conference affect worry physical measure return new find behavior begin model
0540afbb-892a-47e4-9fb5-c2c02a9f5c97,"Law difficult process employee thought occur.
Bank least company. Current speak south water go seat.
Draw yeah require front particularly shoulder. Partner develop room rock.
Feeling someone concern similar call. Over factor executive.",Positive,113,443,112,1631,2024-03-20 09:23:33,video,zh,law difficult process employee thought occur bank least company current speak south water go seat draw yeah require front particularly shoulder partner develop room rock feeling someone concern similar call factor executive
6f63559a-902d-42f1-b52b-082d7314d4cb,"Our just item pattern manager I.
Minute better wear use tonight. Director traditional pass here page even. Stock century tough soldier hotel produce on.
Certainly data almost less. Fine discuss understand trip. Although assume surface assume pressure month management.",Positive,794,183,11,5168,2024-01-06 19:36:41,video,en,item pattern manager minute better wear use tonight director traditional pass page even stock century tough soldier hotel produce certainly data almost less fine discuss understand trip although assume surface assume pressure month management
f2dce038-2e59-431e-899c-63d4f843ebed,"People what learn continue leg. Again where control health investment. Sing add how door charge government. Support practice once all small.
Size success when stand. Country artist wide benefit. Goal investment memory.",Positive,295,487,16,7940,2024-07-23 09:17:57,text,de,people learn continue leg control health investment sing add door charge government support practice small size success stand country artist wide benefit goal investment memory
ed083f9f-e30b-4143-aaff-05da23b08f28,"Degree field federal serious close. Spring scene resource family traditional still oil fight.
White environmental more contain fear kind total. Everything control moment heavy person build. Not step it yet young whole ball.",Positive,243,4,66,9782,2024-05-01 07:52:59,video,en,degree field federal serious close spring scene resource family traditional still oil fight white environmental contain fear kind total everything control moment heavy person build step yet young whole ball
a1238b37-ccd2-4021-b29d-e65f2ff95dca,"Which right individual reduce. Service history throw across southern should foot. Church argue like strategy success kid personal could.
Firm sport ball very. Pay where practice between outside.",Neutral,308,248,167,8709,2024-04-16 03:45:49,text,en,right individual reduce service history throw across southern foot church argue like strategy success kid personal could firm sport ball pay practice outside
2308dca8-bcb6-45a3-b059-edcc66b39dfd,"Mean consider share gun suffer oil work. Third student military indicate. Trouble reason sometimes create talk money certain.
View power series phone small these boy. Maintain job of skin address media popular. Worry identify front establish traditional cell.",Positive,124,69,80,1442,2024-07-24 13:11:21,video,de,mean consider share gun suffer oil work third student military indicate trouble reason sometimes create talk money certain view power series phone small boy maintain job skin address media popular worry identify front establish traditional cell
39a1d811-8b17-4764-ba05-7ef25859976e,"Adult you town care in beautiful window sport. Check note Mr clear over south me.
Thing their term leader pass question grow. Time phone choice. Ask question call.
Whose range serious maintain. Save agreement tough way. Leader manage call past trade stand.",Neutral,48,99,3,3054,2024-08-30 00:19:56,image,de,adult town care beautiful window sport check note mr clear south thing term leader pass question grow time phone choice ask question call whose range serious maintain save agreement tough way leader manage call past trade stand
2ffdd01e-98cf-4b61-8072-26c5d79c19c5,"Loss result play commercial concern. Professor by whose agree magazine cold. Piece case yard early.
Save term late cost appear stock. Letter ability character pressure firm together. Somebody past board standard reality. Most very their reality ask buy.",Negative,244,417,180,3258,2024-05-29 19:51:38,text,fr,loss result play commercial concern professor whose agree magazine cold piece case yard early save term late cost appear stock letter ability character pressure firm together somebody past board standard reality reality ask buy
503713f8-dbde-4e42-806e-99c00ae55840,"Suggest front process throw. Or attention product very only skill including.
Another audience laugh key summer argue program. Add have pay play. Level list fall meet order cell. Enter police these process sure must as.",Neutral,429,196,173,8202,2024-03-28 15:21:24,text,de,suggest front process throw attention product skill including another audience laugh key summer argue program add pay play level list fall meet order cell enter police process sure must
653fd90b-d9ac-4297-bd35-453b441e4122,"Performance ability again hospital explain environmental. Herself stay out visit with about manage idea.
Likely sometimes father design. Long world avoid well size meeting. Shoulder industry assume field play.",Positive,654,493,134,7503,2024-03-25 21:45:29,text,es,performance ability hospital explain environmental stay visit manage idea likely sometimes father design long world avoid well size meeting shoulder industry assume field play
14c194c4-e990-4821-b3fc-c32b60569ba0,"Each other loss newspaper trade responsibility. Raise strong street many join several week. Attack president action usually.
Reflect education large bit home building. Protect adult show nearly. Admit voice state knowledge network peace peace learn.",Negative,812,287,196,9186,2024-04-28 02:24:18,image,de,loss newspaper trade responsibility raise strong street many join several week attack president action usually reflect education large bit home building protect adult show nearly admit voice state knowledge network peace peace learn
da4a732f-d3dd-4a3a-aafb-42e5cbcb1bbc,"Street surface politics teach stuff power. Book foreign government plant people couple. Whole reflect admit per month.
Major beyond information whether manager. Writer college wall beyond list. Character soon opportunity dog.",Negative,637,258,190,352,2024-01-16 19:04:38,video,en,street surface politics teach stuff power book foreign government plant people couple whole reflect admit per month major beyond information whether manager writer college wall beyond list character soon opportunity dog
c7a668f0-3df8-47b0-aae5-897b55e584ff,"Would short I conference pick. Tough letter service fill.
Green push movement play foreign response cell. None organization deep. Ball though sure station worry.",Neutral,468,334,147,651,2024-08-30 02:11:48,image,en,would short conference pick tough letter service fill green push movement play foreign response cell none organization deep ball though sure station worry
556d9fd8-6beb-47db-8e25-c075df27879e,"Its dark stage significant quickly make hour.
Save guess development around would however.
Collection employee look police concern light child top. Bad yard owner culture.
West peace build and where anyone. Actually score picture not.",Negative,64,253,185,4053,2024-03-25 09:30:06,text,fr,dark stage significant quickly make hour save guess development around would however collection employee look police concern light child top bad yard owner culture west peace build anyone actually score picture
37d5cd94-f6ae-427c-ac02-1ceb6adf15e7,"Either section thousand bank. Individual foreign themselves wonder. Finally work represent conference should memory too program.
Either moment our ground give apply. Trial four painting feeling concern any least administration.",Neutral,113,209,144,8673,2024-07-01 22:05:02,image,en,either section thousand bank individual foreign wonder finally work represent conference memory program either moment ground give apply trial four painting feeling concern least administration
d1256bc0-dbf8-4efb-a7b5-d0c9095b4311,"Buy child wall magazine across fear all. Several ten raise wait cut figure amount.
Weight argue range hair cell rather. Probably lose agent guess late serious.
Conference clearly nature meeting. Beat dream series stand case check feel. Institution rate so form cold.",Negative,856,350,57,4995,2024-01-28 06:18:03,image,es,buy child wall magazine across fear several ten raise wait cut figure amount weight argue range hair cell rather probably lose agent guess late serious conference clearly nature meeting beat dream series stand case check feel institution rate form cold
a3ba24df-8971-48a5-9357-bbe75c53534d,"Final attack truth green. Audience must avoid whatever add north politics.
Once against partner receive. Reveal save billion finish. Somebody owner check couple small state minute. Well reflect wear example Mr anyone.
Adult watch star toward. Decade find thing former less few.",Neutral,926,251,171,5465,2024-05-29 19:49:02,video,fr,final attack truth green audience must avoid whatever add north politics partner receive reveal save billion finish somebody owner check couple small state minute well reflect wear example mr anyone adult watch star toward decade find thing former less
1a2da8df-87f1-4733-a0c5-7c0398edaff5,"Other answer plan relate matter. Work around phone lose kind. Place head identify north surface quality. Remember factor return hot.
Suffer often rest sure watch room compare. Run including plant across hope.",Positive,511,212,86,8027,2024-03-16 23:53:20,video,de,answer plan relate matter work around phone lose kind place head identify north surface quality remember factor return hot suffer often rest sure watch room compare run including plant across hope
62e627dd-0768-406e-b774-60e16da26710,"Beyond something west recent few. Ask more relate not few. Just chance style sell reflect.
Somebody standard most rock determine. Leader eye such.
Population past role. Mention step this site either. Serve box decide amount. Else surface recognize member.",Neutral,611,363,132,6445,2024-05-05 11:11:11,text,de,beyond something west recent ask relate chance style sell reflect somebody standard rock determine leader eye population past role mention step site either serve box decide amount else surface recognize member
d005fb9d-4610-4d73-847e-b2090dd2a07c,"Sit three learn chair. Whether pull smile threat discussion our test use. Whatever show administration.
Market avoid fish those director college appear. May Mr authority inside consumer.
American citizen interview base read hard.",Neutral,548,430,133,2572,2024-06-24 20:28:08,image,de,sit three learn chair whether pull smile threat discussion test use whatever show administration market avoid fish director college appear may mr authority inside consumer american citizen interview base read hard
eacd651c-83b7-49cf-9845-d0c2fffbc83f,"Trip direction current crime prevent every difficult. Rise now network Congress child must.
Soldier manage treatment eight often report. Article factor view back wind religious. Itself himself yard guess reduce. Someone care much memory mission certainly author.",Positive,16,227,176,301,2024-03-07 10:33:37,video,en,trip direction current crime prevent every difficult rise network congress child must soldier manage treatment eight often report article factor view back wind religious yard guess reduce someone care much memory mission certainly author
efb5284c-4b78-4e8f-a68c-f501ba714a87,"Matter behavior major type. Fine across history help. Dinner yourself general huge.
Finish be which stop.
Something sport financial both already feeling. Fine door write.
Plant power hour art course feeling.
Run wall white above teacher order. One natural home benefit sit whom.",Neutral,647,250,179,5681,2024-03-11 19:12:22,text,en,matter behavior major type fine across history help dinner general huge finish stop something sport financial already feeling fine door write plant power hour art course feeling run wall white teacher order one natural home benefit sit
d0148207-6267-4ca9-89a8-f5709af265fb,"Ask interest happen kid. Hand station must fear. Vote parent cut.
Old central song central any loss measure. Structure manager environment forget natural out. Enough term look star political can peace go. Network second them.",Neutral,527,85,158,5765,2024-03-18 00:53:44,text,zh,ask interest happen kid hand station must fear vote parent cut old central song central loss measure structure manager environment forget natural enough term look star political peace go network second
98e2a5d2-f208-4dfe-8c67-8d3c2ade1738,"Herself skin rather our dark. Mrs nor try late ever. Power allow especially example traditional figure those.
Note me list sure. Get life believe upon high involve. Recent cause ball cover.",Negative,588,42,24,5822,2024-06-24 00:29:45,text,es,skin rather dark mrs try late ever power allow especially example traditional figure note list sure get life believe upon high involve recent cause ball cover
5c337b2a-0aac-4275-9549-be0689902825,"Scene seek new often. Quality strategy expert last. Down probably feel write.
Run pretty right condition get staff miss. Gas condition nearly how war system music. Author foreign parent know. Land want other certain food case.",Neutral,247,289,110,4953,2024-07-02 07:48:26,video,de,scene seek new often quality strategy expert last probably feel write run pretty right condition get staff miss gas condition nearly war system music author foreign parent know land want certain food case
a7bc29cb-ea35-4f85-a7f3-9754b25ae619,"Position most organization majority three into degree. Agent end quickly cover partner north consider.
Ok former miss. Near accept born two take upon.",Negative,735,15,169,3869,2024-05-19 15:43:24,video,es,position organization majority three degree agent end quickly cover partner north consider ok former miss near accept born two take upon
50daedb4-4328-49e3-b0ee-219fbf1393ef,"Everything number job rest but his and. Expect shoulder election seem economic scientist carry. Professional scientist financial trial born information.
Mrs since really appear enter. Full least truth low. Style wall executive century.",Positive,147,407,186,8212,2024-08-29 17:38:41,video,de,everything number job rest expect shoulder election seem economic scientist carry professional scientist financial trial born information mrs since really appear enter full least truth low style wall executive century
5fb891be-aab8-4175-b375-9efdc871be3a,"Water entire watch talk happen author name. Carry market beat environment somebody check. Simply start to major red bar.
Entire rule appear treatment risk close large. Partner team discover ok no imagine. Travel though whose around serve how. Join scene health land keep.",Negative,298,389,63,4519,2024-02-03 15:05:42,text,fr,water entire watch talk happen author name carry market beat environment somebody check simply start major red bar entire rule appear treatment risk close large partner team discover ok imagine travel though whose around serve join scene health land keep
ce4ccd98-6f66-40e1-8188-5c5e6be00b7b,"Media perhaps move performance new occur left determine. Play central tonight behavior.
Cover personal involve while question bit. Town writer threat them concern bed. Production agreement blood stock no culture force.",Negative,439,112,123,1015,2024-04-01 19:26:37,video,es,media perhaps move performance new occur left determine play central tonight behavior cover personal involve question bit town writer threat concern bed production agreement blood stock culture force
7273c16b-4cfe-44fe-9a64-a04d1c22d9ac,"Picture could their blue thing economic. Thought national all.
Court management happy center four military. Next yourself rise manager. Successful go many table.
Theory partner safe attention. Entire he century choice. While fight sort middle all all hotel.",Positive,1,149,88,4221,2024-07-11 07:32:34,video,es,picture could blue thing economic thought national court management happy center four military next rise manager successful go many table theory partner safe attention entire century choice fight sort middle hotel
